SOC_C_3300;P_AC_C_3300;C_C_3300;V_C_3300;Ta_C_3300;SOC_C_2700;P_AC_C_2700;C_C_2700;V_C_2700;_C_2700;SOC_C_1650;P_AC_C_1650;C_C_1650;V_C_1650;Ta_C_1650;SOC_C_1000;P_AC_C_1000;C_C_1000;V_C_1000;Ta_C_1000;SOC_C_660;P_AC_C_660;C_C_660;V_C_660;Ta_C_660;SOC_C_330;P_AC_C_330;C_C_330;V_C_330;Ta_C_330;SOC_D_3300;P_AC_D_3300;C_D_3300;V_D_3300;Ta_D_3300;SOC_D_2700;P_AC_D_2700;C_D_2700;V_D_2700;_D_2700;SOC_D_1650;P_AC_D_1650;C_D_1650;V_D_1650;Ta_D_1650;SOC_D_1000;P_AC_D_1000;C_D_1000;V_D_1000;Ta_D_1000;SOC_D_660;P_AC_D_660;C_D_660;V_D_660;Ta_D_660;SOC_D_330;P_AC_D_330;C_D_330;V_D_330;Ta_D_330;Legend :
30;-3272;-56.28;51.60;15.51;28;-2699;-49.6516705;51.64076;22.1;25;1650;-28.95575257;50.974327;25.648;24;-1097;-18.29129561;50.857692;24.724;22;-639;-11.59;50.53;26.973;21;-314;-5.623939;50.526178;12.662;79;3365;66.18;53.80;15.27;82;2765;53.59;55.39;20.92;85;1692;31.45;55.42;24.16;87;1140;19.28;55.96;19.35;88;684;12.47;55.77;21.61;90;360;6.65;56.79;18.901;
30;-3271;-56.00;51.60;15.49;28;-2697;-49.63000465;51.644162;22.122;25;1651;-28.95514818;50.975391;25.649;24;-1100;-18.29137604;50.859499;24.716;22;-635;-11.64;50.53;26.962;21;-313;-5.546164;50.526072;12.672;79;3371;66.20;53.79;15.27;82;2764;53.58;55.39;20.94;85;1693;31.47;55.41;24.15;87;1140;19.28;55.96;19.35;88;680;12.51;55.77;21.59;90;360;6.57;56.79;18.932;
30;-3274;-56.14;51.60;15.49;28;-2699;-49.64615029;51.646502;22.167;25;1649;-29.1307319;50.977092;25.629;24;-1097;-18.29060975;50.860031;24.704;22;-638;-11.62;50.53;26.949;21;-313;-5.578097;50.526922;12.629;79;3362;66.20;53.78;15.27;82;2765;53.45;55.38;20.95;85;1695;31.51;55.41;24.15;87;1141;19.30;55.95;19.38;88;682;12.44;55.77;21.62;90;360;6.63;56.79;18.924;
30;-3272;-56.00;51.60;15.51;28;-2698;-49.6260197;51.648309;22.197;25;1646;-28.95381964;50.97773;25.627;24;-1100;-18.11347194;50.861094;24.705;22;-642;-11.71;50.53;26.902;21;-313;-5.593851;50.527666;12.618;79;3366;66.20;53.77;15.29;82;2765;53.45;55.38;20.95;85;1693;31.47;55.40;24.15;87;1139;19.26;55.95;19.37;88;682;12.47;55.77;21.63;90;361;6.64;56.79;18.926;
30;-3271;-56.14;51.60;15.49;28;-2701;-49.67935956;51.650223;22.219;25;1644;-28.9532761;50.978687;25.648;24;-1095;-18.28992432;50.862689;24.708;22;-638;-11.54;50.53;26.919;21;-313;-5.572279;50.527028;12.628;79;3362;66.15;53.76;15.26;82;2764;53.77;55.37;20.95;85;1689;31.40;55.40;24.15;87;1138;19.25;55.95;19.37;88;683;12.47;55.77;21.60;90;360;6.66;56.79;18.929;
30;-3276;-56.28;51.61;15.46;28;-2701;-49.67987127;51.649691;22.247;25;1648;-28.9520085;50.980919;25.654;24;-1095;-18.28952112;50.862795;24.724;22;-636;-11.74;50.53;26.932;21;-316;-5.549571;50.528623;12.623;79;3363;66.13;53.76;15.24;82;2766;53.46;55.36;20.95;85;1690;31.42;55.40;24.17;87;1136;19.21;55.94;19.37;88;684;12.49;55.76;21.57;90;363;6.68;56.79;18.931;
30;-3273;-56.28;51.61;15.47;28;-2693;-49.56655281;51.652775;22.27;25;1649;-28.95152522;50.98177;25.661;24;-1093;-18.28895637;50.863539;24.714;22;-640;-11.69;50.53;26.953;21;-314;-5.548293;50.528517;12.67;78;3369;66.19;53.75;15.25;82;2764;53.57;55.36;20.95;85;1692;31.46;55.39;24.15;87;1137;19.23;55.94;19.38;88;681;12.51;55.76;21.65;90;363;6.70;56.78;18.918;
30;-3275;-56.42;51.61;15.47;28;-2699;-49.60221431;51.653944;22.305;25;1652;-29.12714765;50.983365;25.643;25;-1096;-18.28911756;50.864603;24.708;22;-641;-11.56;50.53;26.952;21;-314;-5.556524;50.529474;12.678;78;3366;66.20;53.74;15.25;82;2766;53.57;55.35;20.95;85;1688;31.39;55.39;24.14;87;1139;19.27;55.94;19.37;88;680;12.46;55.76;21.62;90;364;6.70;56.78;18.924;
30;-3270;-56.42;51.61;15.49;28;-2695;-49.56328843;51.656177;22.325;25;1646;-28.95013682;50.984215;25.646;25;-1094;-18.28843224;50.865985;24.695;22;-635;-11.65;50.53;26.98;21;-313;-5.629757;50.530324;12.683;78;3363;66.05;53.73;15.23;82;2764;53.53;55.35;20.94;85;1691;31.45;55.38;24.15;87;1139;19.27;55.94;19.37;88;679;12.44;55.76;21.62;90;365;6.65;56.78;18.926;
30;-3272;-56.28;51.62;15.48;28;-2702;-49.69028602;51.657984;22.347;25;1645;-28.94911023;50.986023;25.669;25;-1096;-18.28823048;50.868218;24.678;22;-638;-11.69;50.54;27.001;21;-314;-5.605063;50.530431;12.738;78;3365;66.14;53.73;15.25;82;2761;53.60;55.34;20.94;85;1693;31.49;55.38;24.13;87;1137;19.23;55.93;19.36;88;679;12.42;55.76;21.60;90;364;6.68;56.78;18.923;
30;-3273;-56.28;51.62;15.46;28;-2703;-49.70734543;51.659367;22.363;25;1647;-28.94784242;50.988256;25.683;25;-1094;-18.28782735;50.868111;24.672;22;-641;-11.60;50.54;26.999;21;-316;-5.502591;50.529793;12.709;78;3366;66.20;53.72;15.25;82;2763;53.55;55.33;20.95;85;1693;31.49;55.38;24.12;87;1141;19.31;55.93;19.36;88;683;12.42;55.75;21.58;90;364;6.70;56.78;18.912;
30;-3273;-56.28;51.62;15.46;28;-2697;-49.59710999;51.65926;22.386;26;1651;-29.12386815;50.989106;25.663;25;-1098;-18.11027551;50.868855;24.654;22;-639;-11.59;50.54;26.978;21;-313;-5.597541;50.531813;12.655;78;3364;66.24;53.71;15.27;82;2764;53.56;55.33;20.94;85;1691;31.45;55.37;24.15;87;1140;19.29;55.93;19.36;88;685;12.50;55.75;21.64;90;362;6.60;56.78;18.903;
31;-3273;-56.14;51.62;15.47;28;-2696;-49.57596503;51.662131;22.408;26;1649;-28.94687673;50.989957;25.646;25;-1097;-18.28718231;50.870025;24.656;22;-636;-11.64;50.54;26.952;21;-314;-5.61372;50.531069;12.613;78;3369;66.31;53.70;15.28;82;2765;53.69;55.32;20.93;85;1691;31.46;55.37;24.16;87;1137;19.24;55.93;19.37;88;681;12.53;55.75;21.61;90;361;6.68;56.78;18.884;
31;-3276;-56.00;51.62;15.45;28;-2699;-49.63082471;51.66245;22.41;26;1643;-28.94591111;50.991658;25.641;25;-1098;-18.28690019;50.870344;24.651;22;-638;-11.64;50.54;26.916;21;-313;-5.565324;50.532664;12.573;78;3366;66.26;53.69;15.28;82;2765;53.66;55.32;20.93;85;1687;31.38;55.36;24.15;87;1138;19.26;55.92;19.36;88;681;12.46;55.75;21.60;90;360;6.62;56.78;18.885;
31;-3271;-56.14;51.62;15.47;29;-2700;-49.64778333;51.663938;22.422;26;1649;-28.94482465;50.993572;25.629;25;-1095;-18.1095564;50.870982;24.654;22;-641;-11.68;50.54;26.87;21;-315;-5.658569;50.532876;12.551;78;3366;66.29;53.69;15.25;82;2765;53.66;55.31;20.95;85;1692;31.48;55.36;24.15;87;1140;19.29;55.92;19.37;88;680;12.46;55.75;21.62;90;360;6.62;56.78;18.928;
31;-3267;-56.00;51.62;15.47;29;-2697;-49.59047575;51.666171;22.447;26;1651;-28.94422129;50.994635;25.614;25;-1094;-18.28597274;50.871939;24.646;22;-642;-11.62;50.54;26.857;21;-315;-5.484565;50.532664;12.529;78;3365;66.26;53.68;15.25;82;2766;53.65;55.30;20.94;85;1697;31.58;55.36;24.14;87;1139;19.28;55.92;19.39;88;681;12.44;55.75;21.60;90;360;6.63;56.78;18.936;
31;-3271;-56.14;51.63;15.49;29;-2697;-49.58833255;51.668404;22.456;26;1647;-28.94337617;50.996124;25.599;25;-1094;-18.28512613;50.873215;24.645;22;-640;-11.59;50.54;26.879;21;-313;-5.564331;50.533408;12.578;78;3367;66.31;53.67;15.26;81;2766;53.47;55.30;20.92;85;1692;31.48;55.35;24.15;87;1142;19.33;55.91;19.38;88;683;12.46;55.75;21.58;89;362;6.66;56.78;18.932;
31;-3273;-56.28;51.63;15.49;29;-2698;-49.60488147;51.670318;22.47;26;1649;-29.11870675;50.998144;25.587;25;-1096;-18.28516669;50.87481;24.651;22;-637;-11.65;50.54;26.896;21;-314;-5.487831;50.532557;12.585;78;3367;66.32;53.66;15.28;81;2766;53.58;55.29;20.92;85;1689;31.43;55.35;24.14;87;1139;19.28;55.91;19.38;88;683;12.50;55.75;21.55;89;363;6.68;56.78;18.932;
31;-3267;-56.14;51.63;15.47;29;-2701;-49.65932382;51.671062;22.48;26;1651;-29.11846409;50.998569;25.589;25;-1096;-18.28488463;50.875766;24.663;22;-639;-11.73;50.55;26.915;21;-313;-5.590587;50.534258;12.57;78;3364;66.29;53.65;15.24;81;2766;53.75;55.28;20.88;85;1688;31.41;55.35;24.16;87;1142;19.33;55.91;19.37;88;680;12.50;55.74;21.57;89;364;6.67;56.78;18.943;
31;-3268;-56.14;51.63;15.47;29;-2699;-49.61908132;51.674677;22.497;26;1646;-29.1179782;50.99942;25.581;25;-1096;-18.10751961;50.876617;24.659;22;-641;-11.65;50.55;26.92;21;-313;-5.516928;50.535428;12.562;78;3365;66.26;53.65;15.23;81;2765;53.57;55.28;20.88;85;1691;31.47;55.34;24.16;87;1141;19.32;55.91;19.38;88;679;12.44;55.74;21.54;89;364;6.68;56.77;18.96;
31;-3266;-56.28;51.63;15.46;29;-2699;-49.62030659;51.673401;22.519;26;1647;-28.94035933;51.00144;25.584;25;-1098;-18.28432015;50.877999;24.681;22;-639;-11.55;50.55;26.884;21;-314;-5.495352;50.535215;12.549;78;3367;66.27;53.64;15.23;81;2763;53.61;55.27;20.88;85;1693;31.51;55.34;24.16;87;1140;19.30;55.90;19.38;88;681;12.42;55.74;21.52;89;365;6.71;56.77;18.956;
31;-3268;-56.28;51.64;15.46;29;-2700;-49.6360353;51.676166;22.537;26;1650;-29.11585386;51.003141;25.583;25;-1098;-18.2840783;50.87885;24.659;22;-637;-11.67;50.55;26.877;21;-313;-5.593993;50.535853;12.539;78;3369;66.40;53.63;15.21;81;2762;53.51;55.27;20.88;85;1694;31.53;55.33;24.14;87;1137;19.25;55.90;19.38;88;684;12.46;55.74;21.51;89;365;6.71;56.77;18.959;
31;-3267;-56.00;51.64;15.44;29;-2695;-49.54238433;51.677973;22.547;26;1648;-29.11548966;51.003779;25.602;25;-1099;-18.28371553;50.879594;24.659;22;-641;-11.66;50.55;26.891;21;-313;-5.506283;50.535747;12.594;78;3368;66.31;53.62;15.23;81;2762;53.58;55.26;20.88;85;1692;31.50;55.33;24.15;87;1138;19.27;55.90;19.38;88;683;12.52;55.74;21.47;89;364;6.66;56.77;18.952;
31;-3269;-56.14;51.64;15.47;29;-2696;-49.55893189;51.679887;22.521;26;1644;-28.93776522;51.006012;25.609;25;-1099;-18.28323185;50.880551;24.66;23;-640;-11.63;50.55;26.893;21;-315;-5.557519;50.536066;12.562;77;3368;66.38;53.62;15.23;81;2763;53.50;55.26;20.93;85;1689;31.44;55.33;24.12;87;1134;19.19;55.89;19.37;88;680;12.50;55.74;21.46;89;364;6.64;56.77;18.953;
31;-3271;-56.00;51.64;15.47;29;-2702;-49.66728492;51.681907;22.526;26;1650;-29.11342618;51.007394;25.581;25;-1099;-18.10572246;50.881295;24.639;23;-638;-11.60;50.55;26.892;21;-314;-5.601799;50.537342;12.596;77;3364;66.39;53.61;15.25;81;2760;53.63;55.25;20.92;85;1690;31.47;55.32;24.12;87;1136;19.23;55.89;19.36;88;681;12.44;55.73;21.43;89;364;6.68;56.77;18.947;
31;-3267;-56.00;51.64;15.49;29;-2698;-49.59406433;51.681588;22.519;26;1650;-29.1126979;51.00867;25.588;25;-1098;-18.28226496;50.882358;24.653;23;-638;-11.61;50.55;26.921;21;-316;-5.611308;50.537661;12.631;77;3365;66.40;53.60;15.25;81;2763;53.73;55.24;20.92;84;1690;31.47;55.32;24.12;87;1135;19.21;55.89;19.35;88;682;12.46;55.73;21.44;89;363;6.69;56.77;18.942;
31;-3271;-55.85;51.65;15.49;29;-2702;-49.66626337;51.68297;22.488;26;1645;-28.93589539;51.009308;25.607;25;-1098;-18.28194243;50.882784;24.657;23;-639;-11.60;50.55;26.938;21;-315;-5.554253;50.538405;12.639;77;3373;66.59;53.59;15.25;81;2761;53.73;55.23;20.92;84;1696;31.58;55.31;24.15;87;1139;19.29;55.89;19.38;88;682;12.48;55.73;21.44;89;363;6.69;56.77;18.951;
31;-3265;-56.28;51.65;15.48;29;-2699;-49.60969022;51.684459;22.457;26;1645;-28.93523227;51.010477;25.649;25;-1095;-18.28141867;50.883209;24.665;23;-640;-11.63;50.56;26.947;21;-313;-5.603928;50.538299;12.59;77;3364;66.40;53.58;15.25;81;2760;53.70;55.23;20.92;84;1693;31.53;55.31;24.15;87;1137;19.25;55.88;19.39;88;679;12.48;55.73;21.47;89;362;6.74;56.77;18.948;
31;-3272;-56.00;51.65;15.51;29;-2696;-49.55271286;51.686373;22.394;26;1648;-29.11045278;51.012604;25.656;25;-1096;-18.28109617;50.884804;24.699;23;-637;-11.57;50.56;26.944;21;-314;-5.584341;50.539787;12.581;77;3367;66.43;53.58;15.25;81;2761;53.68;55.23;20.91;84;1690;31.47;55.31;24.14;86;1137;19.25;55.88;19.40;88;681;12.43;55.73;21.52;89;363;6.69;56.77;18.953;
31;-3273;-56.28;51.65;15.51;29;-2696;-49.53331405;51.687436;22.375;26;1650;-29.10972522;51.013879;25.628;25;-1093;-18.28081423;50.885867;24.686;23;-637;-11.65;50.56;26.937;21;-313;-5.634441;50.539149;12.567;77;3369;66.46;53.57;15.25;81;2761;53.53;55.22;20.89;84;1689;31.46;55.30;24.12;86;1138;19.27;55.88;19.38;88;685;12.46;55.73;21.47;89;362;6.64;56.77;18.961;
31;-3275;-56.42;51.66;15.51;29;-2699;-49.60377244;51.690625;22.391;26;1648;-29.10911809;51.014943;25.619;25;-1096;-18.28045158;50.887568;24.69;23;-642;-11.61;50.56;26.943;21;-313;-5.540913;50.540638;12.61;77;3364;66.37;53.56;15.26;81;2762;53.59;55.21;20.88;84;1691;31.50;55.30;24.13;86;1138;19.27;55.88;19.39;88;680;12.54;55.73;21.45;89;361;6.59;56.77;18.964;
31;-3276;-56.42;51.66;15.50;29;-2700;-49.62347775;51.689243;22.394;26;1647;-28.93173451;51.016644;25.592;25;-1098;-18.28016966;50.887037;24.683;23;-639;-11.62;50.56;26.929;21;-315;-5.628623;50.540212;12.59;77;3367;66.42;53.55;15.25;81;2767;53.71;55.21;20.88;84;1695;31.57;55.29;24.13;86;1139;19.29;55.87;19.38;88;680;12.45;55.72;21.44;89;361;6.60;56.76;18.977;
31;-3276;-56.28;51.66;15.52;29;-2696;-49.54598644;51.69339;22.444;26;1650;-29.10699504;51.018664;25.596;25;-1097;-18.27976687;50.888738;24.678;23;-637;-11.68;50.56;26.91;21;-316;-5.592432;50.540319;12.583;77;3366;66.43;53.55;15.24;81;2763;53.75;55.20;20.89;84;1690;31.48;55.29;24.15;86;1138;19.28;55.87;19.38;88;683;12.45;55.72;21.43;89;360;6.64;56.76;18.976;
32;-3276;-56.14;51.66;15.55;29;-2697;-49.5632432;51.694559;22.359;26;1652;-29.10663106;51.019302;25.618;25;-1097;-18.27960546;50.890014;24.646;23;-641;-11.67;50.56;26.897;21;-315;-5.554964;50.540531;12.593;77;3364;66.50;53.54;15.25;81;2762;53.66;55.19;20.89;84;1692;31.52;55.29;24.14;86;1138;19.28;55.87;19.37;88;684;12.50;55.72;21.43;89;360;6.63;56.76;18.987;
32;-3272;-56.14;51.66;15.52;29;-2696;-49.54262439;51.696898;22.265;26;1647;-28.92956437;51.020471;25.616;25;-1097;-18.10256879;50.890545;24.643;23;-642;-11.62;50.56;26.894;21;-314;-5.535236;50.541276;12.57;77;3365;66.45;53.53;15.26;81;2761;53.71;55.19;20.89;84;1690;31.49;55.28;24.13;86;1137;19.26;55.87;19.38;88;681;12.52;55.72;21.41;89;360;6.60;56.76;19.001;
32;-3270;-56.28;51.66;15.50;29;-2700;-49.61684384;51.696154;22.259;26;1645;-29.10529671;51.021641;25.626;25;-1097;-18.2788401;50.890971;24.632;23;-638;-11.61;50.56;26.902;21;-313;-5.513521;50.54202;12.545;77;3360;66.50;53.52;15.26;81;2769;53.72;55.18;20.88;84;1690;31.49;55.28;24.11;86;1140;19.32;55.86;19.37;88;679;12.47;55.72;21.45;89;359;6.62;56.76;18.998;
32;-3272;-56.14;51.67;15.49;29;-2696;-49.54068769;51.698919;22.204;26;1645;-28.92757484;51.02398;25.621;25;-1097;-18.10157097;50.891502;24.621;23;-637;-11.74;50.57;26.896;21;-313;-5.512528;50.541595;12.538;77;3365;66.43;53.52;15.24;81;2763;53.67;55.18;20.86;84;1695;31.59;55.27;24.15;86;1141;19.33;55.86;19.37;88;682;12.43;55.71;21.43;89;360;6.62;56.76;18.991;
32;-3274;-56.42;51.67;15.49;29;-2694;-49.50302104;51.699875;22.053;26;1650;-29.10287079;51.025894;25.613;25;-1095;-18.27779296;50.892672;24.621;23;-640;-11.63;50.57;26.906;21;-310;-5.51494;50.541914;12.528;77;3363;66.42;53.51;15.21;81;2764;53.60;55.17;20.86;84;1693;31.55;55.27;24.14;86;1140;19.32;55.86;19.38;88;684;12.49;55.71;21.40;89;360;6.66;56.76;19;
32;-3276;-56.42;51.67;15.45;29;-2696;-49.53661353;51.703171;21.99;26;1650;-28.92679135;51.025362;25.61;25;-1095;-18.27799412;50.892991;24.632;23;-642;-11.68;50.57;26.914;21;-311;-5.503016;50.542233;12.545;77;3365;66.37;53.50;15.21;81;2762;53.64;55.16;20.88;84;1694;31.57;55.27;24.14;86;1143;19.37;55.85;19.37;88;680;12.52;55.71;21.42;89;361;6.65;56.76;19.019;
32;-3275;-56.28;51.67;15.48;29;-2702;-49.64675547;51.703278;21.934;26;1650;-28.92636957;51.026106;25.602;25;-1093;-18.27734974;50.894586;24.629;23;-639;-11.58;50.57;26.923;21;-311;-5.468103;50.543189;12.521;77;3361;66.46;53.49;15.26;80;2761;53.72;55.16;20.86;84;1692;31.53;55.26;24.14;86;1141;19.34;55.85;19.37;88;679;12.45;55.71;21.47;89;361;6.61;56.76;19.021;
32;-3275;-56.00;51.67;15.47;30;-2699;-49.58969582;51.705298;21.888;26;1646;-28.92516384;51.028233;25.584;25;-1093;-18.27686638;50.895861;24.628;23;-635;-11.67;50.57;26.91;21;-311;-5.494784;50.543934;12.52;76;3365;66.52;53.48;15.29;80;2763;53.74;55.15;20.84;84;1692;31.54;55.26;24.13;86;1141;19.34;55.85;19.38;88;683;12.43;55.71;21.43;89;360;6.66;56.76;19.014;
32;-3274;-56.28;51.67;15.51;30;-2700;-49.60664157;51.706786;21.868;26;1647;-28.92444056;51.029509;25.583;25;-1094;-18.27666524;50.89618;24.62;23;-638;-11.69;50.57;26.9;21;-312;-5.494359;50.54404;12.518;76;3368;66.44;53.48;15.30;80;2768;53.87;55.15;20.83;84;1688;31.47;55.26;24.13;86;1139;19.30;55.85;19.38;88;683;12.51;55.71;21.39;89;362;6.61;56.76;19.011;
32;-3275;-56.42;51.68;15.49;30;-2698;-49.56877429;51.707956;21.823;26;1646;-28.92347644;51.03121;25.597;25;-1095;-18.27650388;50.897882;24.626;23;-640;-11.68;50.57;26.91;21;-312;-5.575684;50.54521;12.594;76;3363;66.53;53.47;15.30;80;2764;53.67;55.14;20.86;84;1697;31.64;55.25;24.14;86;1138;19.29;55.84;19.37;88;681;12.51;55.71;21.38;89;360;6.59;56.76;19.015;
32;-3275;-56.28;51.68;15.46;30;-2697;-49.54826214;51.710189;21.786;26;1650;-29.0989296;51.032805;25.642;25;-1095;-18.09945594;50.899583;24.617;23;-641;-11.62;50.57;26.919;21;-313;-5.565324;50.545422;12.634;76;3363;66.53;53.46;15.30;80;2761;53.49;55.14;20.86;84;1696;31.62;55.25;24.15;86;1141;19.34;55.84;19.36;88;679;12.47;55.70;21.40;89;360;6.65;56.75;19.008;
32;-3272;-56.14;51.68;15.47;30;-2693;-49.47528466;51.709657;21.786;26;1651;-28.92154838;51.034612;25.672;25;-1097;-18.09901685;50.900327;24.622;23;-639;-11.61;50.57;26.895;21;-314;-5.519483;50.546167;12.601;76;3361;66.51;53.46;15.27;80;2759;53.72;55.13;20.86;84;1690;31.51;55.25;24.13;86;1141;19.34;55.84;19.35;88;683;12.43;55.70;21.40;89;361;6.62;56.76;19.021;
32;-3272;-56.14;51.68;15.50;30;-2700;-49.60062409;51.713059;21.801;26;1651;-28.9212469;51.035144;25.678;25;-1098;-18.09889713;50.901709;24.595;23;-639;-11.58;50.57;26.88;21;-314;-5.591012;50.546911;12.559;76;3366;66.46;53.45;15.24;80;2764;53.78;55.12;20.85;84;1687;31.46;55.24;24.14;86;1142;19.36;55.84;19.36;88;683;12.51;55.70;21.41;89;360;6.60;56.75;19.052;
32;-3276;-56.14;51.69;15.53;30;-2700;-49.6009291;51.712741;21.764;26;1650;-28.92052381;51.03642;25.676;25;-1100;-18.09829859;50.901178;24.587;23;-637;-11.66;50.58;26.893;21;-314;-5.582497;50.547017;12.592;76;3362;66.65;53.44;15.22;80;2765;53.91;55.12;20.84;84;1691;31.53;55.23;24.14;86;1141;19.35;55.83;19.36;88;680;12.51;55.70;21.44;89;360;6.63;56.75;19.047;
32;-3281;-56.14;51.69;15.50;30;-2699;-49.58052005;51.714867;21.743;26;1648;-28.91998153;51.037377;25.64;25;-1099;-18.27465182;50.903517;24.589;23;-639;-11.64;50.58;26.918;21;-315;-5.578523;50.547336;12.584;76;3364;66.55;53.43;15.24;80;2767;53.77;55.11;20.82;84;1695;31.61;55.23;24.12;86;1141;19.35;55.83;19.36;88;681;12.45;55.70;21.44;89;360;6.61;56.75;19.035;
32;-3279;-56.28;51.69;15.49;30;-2696;-49.52266087;51.717738;21.745;26;1646;-28.91913839;51.038865;25.606;25;-1098;-18.09770046;50.904261;24.595;23;-642;-11.61;50.58;26.924;21;-313;-5.531545;50.547761;12.634;76;3363;66.62;53.43;15.27;80;2766;53.84;55.10;20.81;84;1694;31.59;55.23;24.14;86;1139;19.31;55.83;19.36;88;683;12.47;55.70;21.50;89;360;6.67;56.75;19.036;
32;-3278;-56.00;51.69;15.52;30;-2699;-49.5771561;51.718376;21.751;26;1647;-29.09505047;51.039609;25.599;25;-1098;-18.27388649;50.904686;24.6;23;-640;-11.58;50.58;26.898;21;-313;-5.43106;50.547123;12.64;76;3371;66.55;53.41;15.25;80;2766;54.03;55.10;20.81;84;1689;31.50;55.23;24.17;86;1138;19.29;55.82;19.37;88;680;12.51;55.70;21.43;89;360;6.63;56.75;19.027;
32;-3273;-56.00;51.69;15.53;30;-2699;-49.57562814;51.71997;21.696;26;1649;-28.91745169;51.041842;25.61;25;-1096;-18.45006111;50.905111;24.598;23;-636;-11.60;50.58;26.871;21;-310;-5.507703;50.54808;12.609;76;3366;66.57;53.41;15.26;80;2766;53.76;55.09;20.80;84;1691;31.54;55.22;24.16;86;1138;19.29;55.82;19.37;88;679;12.45;55.69;21.41;89;362;6.65;56.75;19.026;
32;-3273;-56.14;51.69;15.52;30;-2702;-49.63001768;51.720715;21.645;26;1650;-28.91684946;51.042905;25.616;25;-1100;-18.27296066;50.906494;24.592;23;-638;-11.66;50.58;26.87;21;-312;-5.555531;50.549144;12.633;76;3366;66.57;53.40;15.28;80;2768;53.97;55.09;20.80;84;1690;31.53;55.22;24.13;86;1137;19.28;55.82;19.35;88;682;12.44;55.69;21.39;89;363;6.70;56.75;19.039;
32;-3270;-56.00;51.70;15.48;30;-2697;-49.53563257;51.723373;21.648;27;1653;-29.09208082;51.044819;25.612;25;-1097;-18.27243739;50.907025;24.599;23;-641;-11.59;50.58;26.859;21;-309;-5.455329;50.549356;12.6;76;3366;66.66;53.39;15.27;80;2764;53.90;55.08;20.80;84;1693;31.58;55.21;24.11;86;1137;19.28;55.82;19.35;88;684;12.49;55.69;21.39;89;363;6.67;56.75;19.034;
32;-3276;-56.28;51.70;15.49;30;-2698;-49.55308266;51.72433;21.608;27;1650;-29.09153541;51.045776;25.619;25;-1098;-18.27263844;50.907557;24.597;23;-642;-11.65;50.58;26.855;21;-311;-5.525585;50.549144;12.595;76;3360;66.69;53.39;15.27;80;2766;53.83;55.07;20.80;84;1696;31.64;55.21;24.16;86;1137;19.28;55.81;19.36;88;679;12.53;55.69;21.38;89;363;6.70;56.75;19.04;
33;-3275;-56.28;51.70;15.50;30;-2697;-49.53166225;51.727519;21.578;27;1647;-29.09135361;51.046095;25.613;25;-1094;-18.27175287;50.908195;24.591;23;-640;-11.59;50.58;26.841;21;-311;-5.504435;50.550207;12.654;76;3363;66.66;53.38;15.27;80;2763;53.87;55.07;20.80;84;1690;31.53;55.21;24.16;86;1139;19.32;55.81;19.35;88;680;12.44;55.69;21.37;89;364;6.65;56.75;19.034;
33;-3275;-56.28;51.70;15.54;30;-2702;-49.62246888;51.728583;21.579;27;1648;-28.91317548;51.049391;25.623;25;-1096;-18.44827369;50.90979;24.605;23;-637;-11.64;50.59;26.85;21;-311;-5.506283;50.550207;12.646;76;3359;66.65;53.37;15.30;80;2764;53.90;55.06;20.80;84;1688;31.50;55.20;24.13;86;1139;19.32;55.81;19.35;88;684;12.46;55.69;21.34;89;364;6.70;56.75;19.025;
33;-3276;-56.42;51.70;15.54;30;-2699;-49.56604939;51.729965;21.572;27;1645;-29.08917218;51.049923;25.608;25;-1092;-18.44811132;50.910747;24.597;23;-636;-11.54;50.59;26.845;21;-312;-5.481869;50.550738;12.629;76;3360;66.58;53.36;15.27;80;2765;53.91;55.05;20.82;84;1689;31.52;55.20;24.15;86;1140;19.34;55.81;19.33;88;681;12.53;55.69;21.34;89;364;6.70;56.74;19.028;
33;-3276;-56.00;51.70;15.55;30;-2698;-49.5462596;51.731453;21.548;27;1650;-28.91209147;51.051305;25.603;25;-1095;-18.27114941;50.91181;24.594;23;-637;-11.70;50.59;26.853;21;-312;-5.487831;50.551376;12.597;75;3363;66.63;53.36;15.24;80;2762;53.81;55.05;20.81;84;1690;31.54;55.19;24.15;86;1142;19.37;55.80;19.34;88;681;12.47;55.68;21.34;89;364;6.74;56.74;19.033;
33;-3274;-56.28;51.71;15.54;30;-2703;-49.63512093;51.734537;21.573;27;1650;-28.91058624;51.053963;25.598;25;-1097;-18.27062587;50.912341;24.578;23;-640;-11.68;50.59;26.862;21;-313;-5.553969;50.552014;12.564;75;3366;66.74;53.35;15.28;80;2767;53.82;55.04;20.80;84;1694;31.62;55.19;24.15;86;1141;19.36;55.80;19.35;88;683;12.47;55.68;21.32;89;364;6.68;56.74;19.03;
33;-3274;-56.28;51.71;15.51;30;-2698;-49.54198262;51.735919;21.618;27;1650;-28.9108875;51.053431;25.604;25;-1097;-18.27042486;50.912873;24.565;23;-641;-11.61;50.59;26.873;21;-313;-5.605772;50.552759;12.603;75;3367;66.59;53.34;15.30;80;2766;53.91;55.04;20.80;84;1690;31.54;55.19;24.16;86;1141;19.36;55.80;19.36;88;681;12.51;55.68;21.27;89;364;6.62;56.74;19.043;
